",""IdLandkreis"",""Altersgruppe"",""Geschlecht"",""Meldedatum"",""Refdatum"",""IstErkrankungsbeginn"",""NeuerFall"",""NeuerTodesfall"",""NeuGenesen"",""AnzahlFall"",""AnzahlTodesfall"",""AnzahlGenesen"""
"4930,9162,""A35-A59"",""M"",2022-01-13,2022-01-11,1,0,-9,0,19,0,19"
"4931,9162,""A15-A34"",""M"",2022-01-17,2022-01-11,1,0,-9,0,22,0,22"
"4932,9162,""A00-A04"",""M"",2022-01-18,2022-01-11,1,0,-9,0,1,0,1"
"4933,9162,""A35-A59"",""M"",2022-01-16,2022-01-11,1,0,-9,0,21,0,21"
"4934,9162,""A60-A79"",""M"",2022-01-16,2022-01-11,1,0,-9,0,2,0,2"
"4935,9162,""A35-A59"",""M"",2022-01-18,2022-01-11,1,0,-9,0,8,0,8"
"4936,9162,""A05-A14"",""M"",2022-01-19,2022-01-11,1,0,-9,0,2,0,2"
"4937,9162,""A60-A79"",""M"",2022-01-13,2022-01-11,1,0,-9,0,4,0,4"
"4938,9162,""A35-A59"",""M"",2022-01-23,2022-01-11,1,0,-9,0,3,0,3"
"4939,9162,""A00-A04"",""M"",2022-01-15,2022-01-11,1,0,-9,0,1,0,1"
"4940,9162,""A15-A34"",""M"",2022-01-16,2022-01-11,1,0,-9,0,19,0,19"
"4941,9162,""A60-A79"",""M"",2022-01-18,2022-01-11,1,0,-9,0,1,0,1"
"4942,9162,""A15-A34"",""M"",2022-01-22,2022-01-11,1,0,-9,0,2,0,2"
"4943,9162,""A05-A14"",""M"",2022-01-16,2022-01-11,1,0,-9,0,4,0,4"
"4944,9162,""A15-A34"",""M"",2022-01-13,2022-01-11,1,0,-9,0,37,0,37"
"4945,9162,""A80+"",""M"",2022-01-13,2022-01-11,1,0,0,-9,2,2,0"
"4946,9162,""A60-A79"",""M"",2022-01-17,2022-01-11,1,0,0,-9,1,1,0"
"4947,9162,""A00-A04"",""M"",2022-01-12,2022-01-12,0,0,-9,0,22,0,22"
"4948,9162,""A80+"",""M"",2022-01-12,2022-01-12,0,0,-9,0,3,0,3"
"4949,9162,""A60-A79"",""M"",2022-01-12,2022-01-12,0,0,-9,0,38,0,38"
"4950,9162,""A15-A34"",""M"",2022-01-12,2022-01-12,0,0,-9,0,287,0,287"
"4951,9162,""A05-A14"",""M"",2022-01-12,2022-01-12,0,0,-9,0,148,0,148"
"4952,9162,""A35-A59"",""M"",2022-01-12,2022-01-12,0,0,-9,0,214,0,214"
"4953,9162,""A60-A79"",""M"",2022-01-16,2022-01-12,1,0,-9,0,4,0,4"
"4954,9162,""A00-A04"",""M"",2022-01-19,2022-01-12,1,0,-9,0,1,0,1"
"4955,9162,""A15-A34"",""M"",2022-01-12,2022-01-12,1,0,-9,0,10,0,10"
"4956,9162,""A05-A14"",""M"",2022-01-18,2022-01-12,1,0,-9,0,3,0,3"
"4957,9162,""A15-A34"",""M"",2022-01-18,2022-01-12,1,0,-9,0,23,0,23"
"4958,9162,""A60-A79"",""M"",2022-01-18,2022-01-12,1,0,-9,0,2,0,2"
"4959,9162,""A05-A14"",""M"",2022-01-19,2022-01-12,1,0,-9,0,1,0,1"
"4960,9162,""A00-A04"",""M"",2022-01-18,2022-01-12,1,0,-9,0,3,0,3"
"4961,9162,""A35-A59"",""M"",2022-01-25,2022-01-12,1,0,-9,0,1,0,1"
"4962,9162,""A60-A79"",""M"",2022-01-15,2022-01-12,1,0,-9,0,3,0,3"
"4963,9162,""A35-A59"",""M"",2022-01-21,2022-01-12,1,0,-9,0,2,0,2"
"4964,9162,""A15-A34"",""M"",2022-01-08,2022-01-12,1,0,-9,0,1,0,1"
"4965,9162,""A35-A59"",""M"",2022-01-12,2022-01-12,1,0,-9,0,5,0,5"
"4966,9162,""A05-A14"",""M"",2022-01-14,2022-01-12,1,0,-9,0,8,0,8"
"4967,9162,""A35-A59"",""M"",2022-01-13,2022-01-12,1,0,-9,0,8,0,8"
"4968,9162,""A00-A04"",""M"",2022-01-20,2022-01-12,1,0,-9,0,1,0,1"
"4969,9162,""A15-A34"",""M"",2022-01-17,2022-01-12,1,0,-9,0,36,0,36"
"4970,9162,""A35-A59"",""M"",2022-01-14,2022-01-12,1,0,-9,0,21,0,21"
"4971,9162,""A00-A04"",""M"",2022-01-15,2022-01-12,1,0,-9,0,1,0,1"
"4972,9162,""A15-A34"",""M"",2022-01-21,2022-01-12,1,0,-9,0,2,0,2"
"4973,9162,""A15-A34"",""M"",2022-01-16,2022-01-12,1,0,-9,0,33,0,33"
"4974,9162,""A35-A59"",""M"",2022-01-18,2022-01-12,1,0,-9,0,27,0,27"
"4975,9162,""A05-A14"",""M"",2022-01-24,2022-01-12,1,0,-9,0,1,0,1"
"4976,9162,""A60-A79"",""M"",2022-01-21,2022-01-12,1,0,-9,0,2,0,2"
"4977,9162,""A05-A14"",""M"",2022-01-20,2022-01-12,1,0,-9,0,2,0,2"
"4978,9162,""A15-A34"",""M"",2022-01-20,2022-01-12,1,0,-9,0,4,0,4"
"4979,9162,""A05-A14"",""M"",2022-01-17,2022-01-12,1,0,-9,0,7,0,7"
"4980,9162,""A35-A59"",""M"",2022-01-24,2022-01-12,1,0,-9,0,2,0,2"
"4981,9162,""A35-A59"",""M"",2022-01-15,2022-01-12,1,0,-9,0,41,0,41"
"4982,9162,""A60-A79"",""M"",2022-01-23,2022-01-12,1,0,-9,0,1,0,1"
"4983,9162,""A15-A34"",""M"",2022-01-14,2022-01-12,1,0,-9,0,26,0,26"
"4984,9162,""A15-A34"",""M"",2022-01-11,2022-01-12,1,0,-9,0,2,0,2"
"4985,9162,""A35-A59"",""M"",2022-01-11,2022-01-12,1,0,-9,0,1,0,1"
"4986,9162,""A00-A04"",""M"",2022-01-13,2022-01-12,1,0,-9,0,1,0,1"
"4987,9162,""A05-A14"",""M"",2022-01-13,2022-01-12,1,0,-9,0,5,0,5"
"4988,9162,""A05-A14"",""M"",2021-12-23,2022-01-12,1,0,-9,0,1,0,1"
"4989,9162,""A00-A04"",""M"",2022-01-16,2022-01-12,1,0,-9,0,4,0,4"
"4990,9162,""A80+"",""M"",2022-01-14,2022-01-12,1,0,-9,0,1,0,1"
"4991,9162,""A35-A59"",""M"",2022-01-16,2022-01-12,1,0,-9,0,26,0,26"
"4992,9162,""A00-A04"",""M"",2022-01-14,2022-01-12,1,0,-9,0,2,0,2"
"4993,9162,""A80+"",""M"",2022-01-17,2022-01-12,1,0,-9,0,2,0,2"
"4994,9162,""A60-A79"",""M"",2022-01-17,2022-01-12,1,0,-9,0,4,0,4"
"4995,9162,""A60-A79"",""M"",2022-01-14,2022-01-12,1,0,-9,0,1,0,1"
"4996,9162,""A60-A79"",""M"",2022-01-19,2022-01-12,1,0,-9,0,1,0,1"
"4997,9162,""A05-A14"",""M"",2022-01-12,2022-01-12,1,0,-9,0,2,0,2"
"4998,9162,""A00-A04"",""M"",2022-02-01,2022-01-12,1,0,-9,0,1,0,1"
"4999,9162,""A05-A14"",""M"",2022-01-21,2022-01-12,1,0,-9,0,2,0,2"
"5000,9162,""A15-A34"",""M"",2022-01-19,2022-01-12,1,0,-9,0,5,0,5"
"5001,9162,""A35-A59"",""M"",2022-01-17,2022-01-12,1,0,-9,0,30,0,30"
"5002,9162,""A05-A14"",""M"",2022-01-16,2022-01-12,1,0,-9,0,11,0,11"
"5003,9162,""A15-A34"",""M"",2022-01-22,2022-01-12,1,0,-9,0,1,0,1"
"5004,9162,""A05-A14"",""M"",2022-01-15,2022-01-12,1,0,-9,0,14,0,14"
"5005,9162,""A35-A59"",""M"",2022-01-20,2022-01-12,1,0,-9,0,6,0,6"
"5006,9162,""A35-A59"",""M"",2022-01-19,2022-01-12,1,0,-9,0,8,0,8"
"5007,9162,""A15-A34"",""M"",2022-01-13,2022-01-12,1,0,-9,0,10,0,10"
"5008,9162,""A35-A59"",""M"",2021-11-16,2022-01-12,1,0,-9,0,1,0,1"
"5009,9162,""A15-A34"",""M"",2022-01-15,2022-01-12,1,0,-9,0,41,0,41"
"5010,9162,""A80+"",""M"",2022-01-13,2022-01-13,0,0,-9,0,4,0,4"
"5011,9162,""A15-A34"",""M"",2022-01-13,2022-01-13,0,0,-9,0,245,0,245"
"5012,9162,""A05-A14"",""M"",2022-01-13,2022-01-13,0,0,-9,0,118,0,118"
"5013,9162,""A60-A79"",""M"",2022-01-13,2022-01-13,0,0,-9,0,27,0,27"
"5014,9162,""A35-A59"",""M"",2022-01-13,2022-01-13,0,0,-9,0,188,0,188"
"5015,9162,""A00-A04"",""M"",2022-01-13,2022-01-13,0,0,-9,0,20,0,20"
"5016,9162,""A15-A34"",""M"",2022-01-18,2022-01-13,1,0,-9,0,54,0,54"
"5017,9162,""A05-A14"",""M"",2022-01-23,2022-01-13,1,0,-9,0,1,0,1"
"5018,9162,""A35-A59"",""M"",2022-01-13,2022-01-13,1,0,-9,0,4,0,4"
"5019,9162,""A15-A34"",""M"",2022-01-17,2022-01-13,1,0,-9,0,41,0,41"
"5020,9162,""A00-A04"",""M"",2022-01-15,2022-01-13,1,0,-9,0,1,0,1"
"5021,9162,""A15-A34"",""M"",2022-01-14,2022-01-13,1,0,-9,0,10,0,10"
"5022,9162,""A05-A14"",""M"",2022-01-19,2022-01-13,1,0,-9,0,5,0,5"
"5023,9162,""A35-A59"",""M"",2022-01-23,2022-01-13,1,0,-9,0,1,0,1"
"5024,9162,""A05-A14"",""M"",2022-01-14,2022-01-13,1,0,-9,0,3,0,3"
"5025,9162,""A15-A34"",""M"",2022-01-22,2022-01-13,1,0,-9,0,1,0,1"
"5026,9162,""A15-A34"",""M"",2022-01-20,2022-01-13,1,0,-9,0,12,0,12"
"5027,9162,""A60-A79"",""M"",2022-01-15,2022-01-13,1,0,-9,0,1,0,1"
"5028,9162,""A60-A79"",""M"",2022-01-17,2022-01-13,1,0,-9,0,3,0,3"
"5029,9162,""A05-A14"",""M"",2022-01-20,2022-01-13,1,0,-9,0,5,0,5"
"5030,9162,""A60-A79"",""M"",2022-01-20,2022-01-13,1,0,-9,0,1,0,1"
"5031,9162,""A35-A59"",""M"",2022-01-18,2022-01-13,1,0,-9,0,41,0,41"
"5032,9162,""A05-A14"",""M"",2022-01-18,2022-01-13,1,0,-9,0,20,0,20"
"5033,9162,""A35-A59"",""M"",2022-01-16,2022-01-13,1,0,-9,0,27,0,27"
"5034,9162,""A80+"",""M"",2022-01-20,2022-01-13,1,0,-9,0,1,0,1"
"5035,9162,""A05-A14"",""M"",2022-01-04,2022-01-13,1,0,-9,0,1,0,1"
"5036,9162,""A15-A34"",""M"",2022-01-15,2022-01-13,1,0,-9,0,12,0,12"
"5037,9162,""A15-A34"",""M"",2022-01-16,2022-01-13,1,0,-9,0,22,0,22"
"5038,9162,""A00-A04"",""M"",2022-01-19,2022-01-13,1,0,-9,0,3,0,3"
"5039,9162,""A00-A04"",""M"",2022-01-20,2022-01-13,1,0,-9,0,2,0,2"
"5040,9162,""A60-A79"",""M"",2022-01-16,2022-01-13,1,0,-9,0,3,0,3"
"5041,9162,""A35-A59"",""M"",2022-01-20,2022-01-13,1,0,-9,0,16,0,16"
"5042,9162,""A05-A14"",""M"",2022-01-21,2022-01-13,1,0,-9,0,6,0,6"
"5043,9162,""A00-A04"",""M"",2022-01-11,2022-01-13,1,0,-9,0,1,0,1"
"5044,9162,""A15-A34"",""M"",2022-01-12,2022-01-13,1,0,-9,0,2,0,2"
"5045,9162,""A80+"",""M"",2022-01-18,2022-01-13,1,0,-9,0,1,0,1"
"5046,9162,""A35-A59"",""M"",2022-01-21,2022-01-13,1,0,-9,0,5,0,5"
"5047,9162,""A80+"",""M"",2022-01-19,2022-01-13,1,0,-9,0,1,0,1"
"5048,9162,""A60-A79"",""M"",2022-01-14,2022-01-13,1,0,-9,0,1,0,1"
"5049,9162,""A35-A59"",""M"",2022-01-15,2022-01-13,1,0,-9,0,14,0,14"
"5050,9162,""A00-A04"",""M"",2022-01-18,2022-01-13,1,0,-9,0,11,0,11"
"5051,9162,""A35-A59"",""M"",2022-01-14,2022-01-13,1,0,-9,0,10,0,10"
"5052,9162,""A35-A59"",""M"",2022-01-24,2022-01-13,1,0,-9,0,2,0,2"
"5053,9162,""A15-A34"",""M"",2022-01-23,2022-01-13,1,0,-9,0,3,0,3"
"5054,9162,""A05-A14"",""M"",2022-01-17,2022-01-13,1,0,-9,0,14,0,14"
"5055,9162,""A60-A79"",""M"",2022-01-23,2022-01-13,1,0,-9,0,1,0,1"
"5056,9162,""A05-A14"",""M"",2022-01-16,2022-01-13,1,0,-9,0,9,0,9"
"5057,9162,""A15-A34"",""M"",2022-01-27,2022-01-13,1,0,-9,0,1,0,1"
"5058,9162,""A60-A79"",""M"",2022-01-21,2022-01-13,1,0,-9,0,1,0,1"
"5059,9162,""A05-A14"",""M"",2022-01-11,2022-01-13,1,0,-9,0,1,0,1"
"5060,9162,""A35-A59"",""M"",2022-01-11,2022-01-13,1,0,-9,0,2,0,2"
"5061,9162,""A00-A04"",""M"",2022-01-16,2022-01-13,1,0,-9,0,2,0,2"
"5062,9162,""A05-A14"",""M"",2022-01-08,2022-01-13,1,0,-9,0,1,0,1"
"5063,9162,""A00-A04"",""M"",2022-01-22,2022-01-13,1,0,-9,0,1,0,1"
"5064,9162,""A60-A79"",""M"",2022-01-26,2022-01-13,1,0,-9,0,1,0,1"
"5065,9162,""A35-A59"",""M"",2022-01-19,2022-01-13,1,0,-9,0,5,0,5"
"5066,9162,""A00-A04"",""M"",2022-01-21,2022-01-13,1,0,-9,0,2,0,2"
"5067,9162,""A15-A34"",""M"",2022-01-19,2022-01-13,1,0,-9,0,8,0,8"
"5068,9162,""A00-A04"",""M"",2022-01-14,2022-01-13,1,0,-9,0,2,0,2"
"5069,9162,""A05-A14"",""M"",2022-01-12,2022-01-13,1,0,-9,0,1,0,1"
"5070,9162,""A05-A14"",""M"",2022-01-13,2022-01-13,1,0,-9,0,1,0,1"
"5071,9162,""A15-A34"",""M"",2022-01-21,2022-01-13,1,0,-9,0,2,0,2"
"5072,9162,""A60-A79"",""M"",2022-01-24,2022-01-13,1,0,-9,0,2,0,2"
"5073,9162,""A15-A34"",""M"",2022-01-24,2022-01-13,1,0,-9,0,3,0,3"
"5074,9162,""A05-A14"",""M"",2022-01-28,2022-01-13,1,0,-9,0,1,0,1"
"5075,9162,""A05-A14"",""M"",2022-01-10,2022-01-13,1,0,-9,0,1,0,1"
"5076,9162,""A05-A14"",""M"",2022-01-15,2022-01-13,1,0,-9,0,8,0,8"
"5077,9162,""A15-A34"",""M"",2022-01-13,2022-01-13,1,0,-9,0,1,0,1"
"5078,9162,""A60-A79"",""M"",2022-01-18,2022-01-13,1,0,-9,0,5,0,5"
"5079,9162,""A00-A04"",""M"",2022-01-17,2022-01-13,1,0,-9,0,8,0,8"
"5080,9162,""A35-A59"",""M"",2022-01-22,2022-01-13,1,0,-9,0,1,0,1"
"5081,9162,""A35-A59"",""M"",2022-01-17,2022-01-13,1,0,-9,0,34,0,34"
"5082,9162,""A35-A59"",""M"",2022-01-25,2022-01-13,1,0,-9,0,1,0,1"
"5083,9162,""A60-A79"",""M"",2022-01-16,2022-01-13,1,0,0,-9,2,2,0"
"5084,9162,""A35-A59"",""M"",2022-01-14,2022-01-14,0,0,-9,0,183,0,183"
"5085,9162,""A15-A34"",""M"",2022-01-14,2022-01-14,0,0,-9,0,277,0,277"
"5086,9162,""A80+"",""M"",2022-01-14,2022-01-14,0,0,-9,0,5,0,5"
"5087,9162,""A00-A04"",""M"",2022-01-14,2022-01-14,0,0,-9,0,28,0,28"
"5088,9162,""A60-A79"",""M"",2022-01-14,2022-01-14,0,0,-9,0,32,0,32"
"5089,9162,""A05-A14"",""M"",2022-01-14,2022-01-14,0,0,-9,0,110,0,110"
"5090,9162,""A60-A79"",""M"",2022-01-14,2022-01-14,0,0,0,-9,1,1,0"
"5091,9162,""A60-A79"",""M"",2022-01-19,2022-01-14,1,0,-9,0,9,0,9"
"5092,9162,""A15-A34"",""M"",2022-01-24,2022-01-14,1,0,-9,0,2,0,2"
"5093,9162,""A05-A14"",""M"",2022-01-14,2022-01-14,1,0,-9,0,1,0,1"
"5094,9162,""A05-A14"",""M"",2022-01-19,2022-01-14,1,0,-9,0,12,0,12"
"5095,9162,""A35-A59"",""M"",2022-01-23,2022-01-14,1,0,-9,0,3,0,3"
"5096,9162,""A15-A34"",""M"",2022-01-20,2022-01-14,1,0,-9,0,27,0,27"
"5097,9162,""A60-A79"",""M"",2022-01-18,2022-01-14,1,0,-9,0,7,0,7"
"5098,9162,""A35-A59"",""M"",2022-01-16,2022-01-14,1,0,-9,0,14,0,14"
"5099,9162,""A35-A59"",""M"",2022-01-19,2022-01-14,1,0,-9,0,35,0,35"
"5100,9162,""A60-A79"",""M"",2022-01-20,2022-01-14,1,0,-9,0,5,0,5"
"5101,9162,""A80+"",""M"",2022-01-20,2022-01-14,1,0,-9,0,1,0,1"
"5102,9162,""A35-A59"",""M"",2022-01-17,2022-01-14,1,0,-9,0,36,0,36"
"5103,9162,""A35-A59"",""M"",2022-01-25,2022-01-14,1,0,-9,0,2,0,2"
"5104,9162,""A00-A04"",""M"",2022-01-21,2022-01-14,1,0,-9,0,3,0,3"
"5105,9162,""A05-A14"",""M"",2022-01-18,2022-01-14,1,0,-9,0,16,0,16"
"5106,9162,""A15-A34"",""M"",2022-01-14,2022-01-14,1,0,-9,0,4,0,4"
"5107,9162,""A35-A59"",""M"",2022-01-15,2022-01-14,1,0,-9,0,3,0,3"
"5108,9162,""A15-A34"",""M"",2022-01-15,2022-01-14,1,0,-9,0,7,0,7"
"5109,9162,""A35-A59"",""M"",2022-01-11,2022-01-14,1,0,-9,0,1,0,1"
"5110,9162,""A00-A04"",""M"",2022-01-10,2022-01-14,1,0,-9,0,1,0,1"
"5111,9162,""A00-A04"",""M"",2022-01-19,2022-01-14,1,0,-9,0,4,0,4"
"5112,9162,""A80+"",""M"",2022-01-19,2022-01-14,1,0,-9,0,1,0,1"
"5113,9162,""A00-A04"",""M"",2022-01-18,2022-01-14,1,0,-9,0,7,0,7"
"5114,9162,""A60-A79"",""M"",2022-01-16,2022-01-14,1,0,-9,0,2,0,2"
"5115,9162,""A05-A14"",""M"",2022-01-11,2022-01-14,1,0,-9,0,2,0,2"
"5116,9162,""A00-A04"",""M"",2022-01-20,2022-01-14,1,0,-9,0,4,0,4"
"5117,9162,""A00-A04"",""M"",2022-01-16,2022-01-14,1,0,-9,0,1,0,1"
"5118,9162,""A15-A34"",""M"",2022-01-23,2022-01-14,1,0,-9,0,1,0,1"
"5119,9162,""A00-A04"",""M"",2022-01-22,2022-01-14,1,0,-9,0,1,0,1"
"5120,9162,""A35-A59"",""M"",2021-12-20,2022-01-14,1,0,-9,0,1,0,1"
"5121,9162,""A35-A59"",""M"",2022-01-18,2022-01-14,1,0,-9,0,57,0,57"
"5122,9162,""A15-A34"",""M"",2022-02-02,2022-01-14,1,0,-9,0,1,0,1"
"5123,9162,""A60-A79"",""M"",2022-01-17,2022-01-14,1,0,-9,0,1,0,1"
"5124,9162,""A15-A34"",""M"",2022-01-17,2022-01-14,1,0,-9,0,25,0,25"
"5125,9162,""A05-A14"",""M"",2022-01-17,2022-01-14,1,0,-9,0,10,0,10"
"5126,9162,""A15-A34"",""M"",2022-01-10,2022-01-14,1,0,-9,0,1,0,1"
"5127,9162,""A35-A59"",""M"",2022-01-24,2022-01-14,1,0,-9,0,3,0,3"
"5128,9162,""A00-A04"",""M"",2022-01-17,2022-01-14,1,0,-9,0,5,0,5"
"5129,9162,""A15-A34"",""M"",2022-01-18,2022-01-14,1,0,-9,0,50,0,50"
"5130,9162,""A35-A59"",""M"",2022-01-13,2022-01-14,1,0,-9,0,1,0,1"
"5131,9162,""A05-A14"",""M"",2022-01-20,2022-01-14,1,0,-9,0,10,0,10"
"5132,9162,""A35-A59"",""M"",2022-01-29,2022-01-14,1,0,-9,0,1,0,1"
"5133,9162,""A15-A34"",""M"",2022-01-16,2022-01-14,1,0,-9,0,22,0,22"
"5134,9162,""A15-A34"",""M"",2022-01-12,2022-01-14,1,0,-9,0,2,0,2"
"5135,9162,""A05-A14"",""M"",2022-01-16,2022-01-14,1,0,-9,0,7,0,7"
"5136,9162,""A60-A79"",""M"",2022-01-15,2022-01-14,1,0,-9,0,1,0,1"
"5137,9162,""A05-A14"",""M"",2022-01-15,2022-01-14,1,0,-9,0,1,0,1"
"5138,9162,""A05-A14"",""M"",2022-01-21,2022-01-14,1,0,-9,0,1,0,1"
"5139,9162,""A00-A04"",""M"",2022-01-24,2022-01-14,1,0,-9,0,1,0,1"
"5140,9162,""A35-A59"",""M"",2022-01-12,2022-01-14,1,0,-9,0,1,0,1"
"5141,9162,""A35-A59"",""M"",2022-01-21,2022-01-14,1,0,-9,0,9,0,9"
"5142,9162,""A05-A14"",""M"",2022-01-24,2022-01-14,1,0,-9,0,1,0,1"
"5143,9162,""A05-A14"",""M"",2022-01-28,2022-01-14,1,0,-9,0,1,0,1"
"5144,9162,""A35-A59"",""M"",2022-01-22,2022-01-14,1,0,-9,0,2,0,2"
"5145,9162,""A15-A34"",""M"",2022-01-22,2022-01-14,1,0,-9,0,4,0,4"
"5146,9162,""A15-A34"",""M"",2022-01-21,2022-01-14,1,0,-9,0,10,0,10"
"5147,9162,""A35-A59"",""M"",2022-01-20,2022-01-14,1,0,-9,0,29,0,29"
"5148,9162,""A15-A34"",""M"",2022-01-26,2022-01-14,1,0,-9,0,1,0,1"
"5149,9162,""A15-A34"",""M"",2022-01-25,2022-01-14,1,0,-9,0,1,0,1"
"5150,9162,""A80+"",""M"",2022-01-16,2022-01-14,1,0,-9,0,1,0,1"
"5151,9162,""A60-A79"",""M"",2022-01-25,2022-01-14,1,0,-9,0,1,0,1"
"5152,9162,""A15-A34"",""M"",2022-01-19,2022-01-14,1,0,-9,0,25,0,25"
"5153,9162,""A80+"",""M"",2022-01-17,2022-01-14,1,0,0,-9,2,2,0"
"5154,9162,""A80+"",""M"",2022-01-15,2022-01-15,0,0,-9,0,7,0,7"
"5155,9162,""A05-A14"",""M"",2022-01-15,2022-01-15,0,0,-9,0,71,0,71"
"5156,9162,""A60-A79"",""M"",2022-01-15,2022-01-15,0,0,-9,0,26,0,26"
"5157,9162,""A35-A59"",""M"",2022-01-15,2022-01-15,0,0,-9,0,161,0,161"
"5158,9162,""A00-A04"",""M"",2022-01-15,2022-01-15,0,0,-9,0,26,0,26"
"5159,9162,""A15-A34"",""M"",2022-01-15,2022-01-15,0,0,-9,0,238,0,238"
"5160,9162,""A15-A34"",""M"",2022-01-24,2022-01-15,1,0,-9,0,3,0,3"
"5161,9162,""A35-A59"",""M"",2022-01-23,2022-01-15,1,0,-9,0,5,0,5"
"5162,9162,""A15-A34"",""M"",2022-01-19,2022-01-15,1,0,-9,0,62,0,62"
"5163,9162,""A15-A34"",""M"",2022-01-27,2022-01-15,1,0,-9,0,1,0,1"
"5164,9162,""A00-A04"",""M"",2022-01-26,2022-01-15,1,0,-9,0,1,0,1"
"5165,9162,""A35-A59"",""M"",2022-01-15,2022-01-15,1,0,-9,0,1,0,1"
"5166,9162,""A35-A59"",""M"",2022-01-16,2022-01-15,1,0,-9,0,10,0,10"
"5167,9162,""A35-A59"",""M"",2022-01-25,2022-01-15,1,0,-9,0,2,0,2"
"5168,9162,""A35-A59"",""M"",2022-01-18,2022-01-15,1,0,-9,0,56,0,56"
"5169,9162,""A15-A34"",""M"",2022-01-20,2022-01-15,1,0,-9,0,40,0,40"
"5170,9162,""A05-A14"",""M"",2022-01-18,2022-01-15,1,0,-9,0,22,0,22"
"5171,9162,""A60-A79"",""M"",2022-01-18,2022-01-15,1,0,-9,0,7,0,7"
"5172,9162,""A15-A34"",""M"",2022-01-15,2022-01-15,1,0,-9,0,1,0,1"
"5173,9162,""A60-A79"",""M"",2022-01-21,2022-01-15,1,0,-9,0,6,0,6"
"5174,9162,""A05-A14"",""M"",2022-01-24,2022-01-15,1,0,-9,0,3,0,3"
"5175,9162,""A15-A34"",""M"",2022-01-18,2022-01-15,1,0,-9,0,41,0,41"
"5176,9162,""A00-A04"",""M"",2022-01-10,2022-01-15,1,0,-9,0,1,0,1"
"5177,9162,""A05-A14"",""M"",2022-01-25,2022-01-15,1,0,-9,0,2,0,2"
"5178,9162,""A00-A04"",""M"",2022-01-19,2022-01-15,1,0,-9,0,4,0,4"
"5179,9162,""A60-A79"",""M"",2022-01-19,2022-01-15,1,0,-9,0,4,0,4"
"5180,9162,""A05-A14"",""M"",2022-01-19,2022-01-15,1,0,-9,0,30,0,30"
"5181,9162,""A00-A04"",""M"",2022-01-25,2022-01-15,1,0,-9,0,1,0,1"
"5182,9162,""A35-A59"",""M"",2022-01-26,2022-01-15,1,0,-9,0,1,0,1"
"5183,9162,""A35-A59"",""M"",2022-01-22,2022-01-15,1,0,-9,0,5,0,5"
"5184,9162,""A05-A14"",""M"",2022-01-23,2022-01-15,1,0,-9,0,3,0,3"
"5185,9162,""A00-A04"",""M"",2022-01-14,2022-01-15,1,0,-9,0,1,0,1"
"5186,9162,""A35-A59"",""M"",2022-01-19,2022-01-15,1,0,-9,0,63,0,63"
"5187,9162,""A05-A14"",""M"",2022-01-22,2022-01-15,1,0,-9,0,3,0,3"
"5188,9162,""A15-A34"",""M"",2022-01-21,2022-01-15,1,0,-9,0,14,0,14"
"5189,9162,""A80+"",""M"",2022-01-18,2022-01-15,1,0,-9,0,1,0,1"
"5190,9162,""A05-A14"",""M"",2022-01-16,2022-01-15,1,0,-9,0,4,0,4"
"5191,9162,""A60-A79"",""M"",2022-01-20,2022-01-15,1,0,-9,0,3,0,3"
"5192,9162,""A35-A59"",""M"",2022-01-27,2022-01-15,1,0,-9,0,2,0,2"
"5193,9162,""A60-A79"",""M"",2022-01-26,2022-01-15,1,0,-9,0,1,0,1"
"5194,9162,""A80+"",""M"",2022-01-17,2022-01-15,1,0,-9,0,1,0,1"
"5195,9162,""A15-A34"",""M"",2022-01-16,2022-01-15,1,0,-9,0,6,0,6"
"5196,9162,""A35-A59"",""M"",2022-01-29,2022-01-15,1,0,-9,0,1,0,1"
"5197,9162,""A00-A04"",""M"",2022-01-23,2022-01-15,1,0,-9,0,1,0,1"
"5198,9162,""A00-A04"",""M"",2022-02-03,2022-01-15,1,0,-9,0,1,0,1"
"5199,9162,""A00-A04"",""M"",2022-01-20,2022-01-15,1,0,-9,0,11,0,11"
"5200,9162,""A05-A14"",""M"",2022-02-09,2022-01-15,1,0,-9,0,1,0,1"
"5201,9162,""A00-A04"",""M"",2022-01-21,2022-01-15,1,0,-9,0,5,0,5"
"5202,9162,""A60-A79"",""M"",2022-01-23,2022-01-15,1,0,-9,0,1,0,1"
"5203,9162,""A05-A14"",""M"",2022-01-20,2022-01-15,1,0,-9,0,26,0,26"
"5204,9162,""A15-A34"",""M"",2022-01-17,2022-01-15,1,0,-9,0,30,0,30"
"5205,9162,""A60-A79"",""M"",2022-01-16,2022-01-15,1,0,-9,0,2,0,2"
"5206,9162,""A05-A14"",""M"",2022-01-17,2022-01-15,1,0,-9,0,9,0,9"
"5207,9162,""A60-A79"",""M"",2022-01-17,2022-01-15,1,0,-9,0,2,0,2"
"5208,9162,""A00-A04"",""M"",2022-01-17,2022-01-15,1,0,-9,0,2,0,2"
"5209,9162,""A05-A14"",""M"",2021-12-30,2022-01-15,1,0,-9,0,1,0,1"
"5210,9162,""A00-A04"",""M"",2022-01-16,2022-01-15,1,0,-9,0,1,0,1"
"5211,9162,""A00-A04"",""M"",2022-01-18,2022-01-15,1,0,-9,0,9,0,9"
"5212,9162,""A35-A59"",""M"",2022-01-24,2022-01-15,1,0,-9,0,1,0,1"
